"6"	"12"	"14"	"36"	"38"	"46"	"74"	"78"	"98"	"102"	"108"	"110"	"238"
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	1	1	1	1	1	1	1
0	0	0	1	1	1	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	1	1	1	0	0	1	1	1
1	1	1	1	1	1	0	1	0	1	1	1	1
1	0	1	0	1	1	1	1	1	1	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0
